concept:name,starttime,sensor,endtime,Translate01,Translate02,duration,daycase,time:timestamp
Watch_TV,2011-07-14 19:39:29,M004,2011-07-14 20:06:20,LivingRoom,Chair,0 days 00:26:51,2011-7-14,2011-07-14 19:39:29
Wash_Dinner_Dishes,2011-07-14 20:06:29,M008,2011-07-14 20:08:16,Kitchen,Kitchen,0 days 00:01:47,2011-7-14,2011-07-14 20:06:29
Toilet,2011-07-14 20:08:57,MA009,2011-07-14 20:12:30,Bathroom,Bathroom,0 days 00:03:33,2011-7-14,2011-07-14 20:08:57
Wash_Dinner_Dishes,2011-07-14 20:12:53,M007,2011-07-14 20:17:03,Kitchen,Kitchen,0 days 00:04:10,2011-7-14,2011-07-14 20:12:53
Work_At_Table,2011-07-14 20:31:34,M005,2011-07-14 20:57:17,DiningRoom,DiningRoom,0 days 00:25:43,2011-7-14,2011-07-14 20:31:34
Work,2011-07-14 20:57:37,M016,2011-07-14 21:02:22,WorkArea,WorkArea,0 days 00:04:45,2011-7-14,2011-07-14 20:57:37
Work_At_Table,2011-07-14 21:03:13,M005,2011-07-14 21:06:27,DiningRoom,DiningRoom,0 days 00:03:14,2011-7-14,2011-07-14 21:03:13
Personal_Hygiene,2011-07-14 21:07:02,MA013,2011-07-14 21:12:55,Bathroom,Bathroom,0 days 00:05:53,2011-7-14,2011-07-14 21:07:02
Work_At_Table,2011-07-14 21:13:41,M005,2011-07-14 21:27:48,DiningRoom,DiningRoom,0 days 00:14:07,2011-7-14,2011-07-14 21:13:41
Read,2011-07-14 21:32:06,M004,2011-07-14 21:42:50,LivingRoom,Chair,0 days 00:10:44,2011-7-14,2011-07-14 21:32:06
Personal_Hygiene,2011-07-14 22:45:51,MA013,2011-07-14 23:00:34,Bathroom,Bathroom,0 days 00:14:43,2011-7-14,2011-07-14 22:45:51
Groom,2011-07-14 23:00:51,MA013,2011-07-14 23:10:57,Bathroom,Bathroom,0 days 00:10:06,2011-7-14,2011-07-14 23:00:51
Dress,2011-07-14 23:11:06,MA020,2011-07-14 23:11:55,Bedroom,Bed,0 days 00:00:49,2011-7-14,2011-07-14 23:11:06
Sleep,2011-07-14 23:12:13,M021,2011-07-14 23:59:59,Bedroom,Bedroom,0 days 00:47:46,2011-7-14,2011-07-14 23:12:13
Sleep,2011-07-15 00:00:00,M021,2011-07-15 07:26:42,,,0 days 07:26:42,2011-7-15,2011-07-15 00:00:00
Toilet,2011-07-15 07:27:29,MA013,2011-07-15 07:30:14,Bathroom,Bathroom,0 days 00:02:45,2011-7-15,2011-07-15 07:27:29
Morning_Meds,2011-07-15 07:30:17,MA013,2011-07-15 07:31:09,Bathroom,Bathroom,0 days 00:00:52,2011-7-15,2011-07-15 07:30:17
Read,2011-07-15 07:32:55,MA020,2011-07-15 08:26:11,Bedroom,Bed,0 days 00:53:16,2011-7-15,2011-07-15 07:32:55
Sleep,2011-07-15 08:26:12,M021,2011-07-15 10:00:59,Bedroom,Bed,0 days 01:34:47,2011-7-15,2011-07-15 08:26:12
Toilet,2011-07-15 10:01:46,MA013,2011-07-15 10:04:27,Bathroom,Bathroom,0 days 00:02:41,2011-7-15,2011-07-15 10:01:46
Dress,2011-07-15 10:04:31,MA020,2011-07-15 10:08:27,Bedroom,Bedroom,0 days 00:03:56,2011-7-15,2011-07-15 10:04:31
Work_At_Table,2011-07-15 10:12:02,M005,2011-07-15 10:39:19,DiningRoom,DiningRoom,0 days 00:27:17,2011-7-15,2011-07-15 10:12:02
Cook_Breakfast,2011-07-15 10:39:23,M007,2011-07-15 10:44:48,Kitchen,Kitchen,0 days 00:05:25,2011-7-15,2011-07-15 10:39:23
Eat_Breakfast,2011-07-15 10:45:04,M005,2011-07-15 11:04:26,DiningRoom,DiningRoom,0 days 00:19:22,2011-7-15,2011-07-15 10:45:04
Wash_Breakfast_Dishes,2011-07-15 11:04:29,M008,2011-07-15 11:06:07,Kitchen,Kitchen,0 days 00:01:38,2011-7-15,2011-07-15 11:04:29
Work_At_Table,2011-07-15 11:06:33,M005,2011-07-15 11:11:26,LivingRoom,LivingRoom,0 days 00:04:53,2011-7-15,2011-07-15 11:06:33
Relax,2011-07-15 11:13:16,M004,2011-07-15 11:55:25,LivingRoom,Chair,0 days 00:42:09,2011-7-15,2011-07-15 11:13:16
Toilet,2011-07-15 11:55:46,MA013,2011-07-15 11:58:05,Bathroom,Bathroom,0 days 00:02:19,2011-7-15,2011-07-15 11:55:46
Work,2011-07-15 11:58:11,MA014,2011-07-15 12:20:30,WorkArea,Office,0 days 00:22:19,2011-7-15,2011-07-15 11:58:11
Take_Medicine,2011-07-15 12:20:39,MA013,2011-07-15 12:21:12,Bathroom,Bathroom,0 days 00:00:33,2011-7-15,2011-07-15 12:20:39
Relax,2011-07-15 12:21:47,M004,2011-07-15 12:44:10,LivingRoom,Chair,0 days 00:22:23,2011-7-15,2011-07-15 12:21:47
Entertain_Guests,2011-07-15 12:44:14,D002,2011-07-15 12:46:23,OutsideDoor,FrontDoor,0 days 00:02:09,2011-7-15,2011-07-15 12:44:14
Relax,2011-07-15 12:46:36,M004,2011-07-15 13:34:20,LivingRoom,Chair,0 days 00:47:44,2011-7-15,2011-07-15 12:46:36
Drink,2011-07-15 13:34:40,M007,2011-07-15 13:37:55,Kitchen,Kitchen,0 days 00:03:15,2011-7-15,2011-07-15 13:34:40
Toilet,2011-07-15 13:38:12,MA013,2011-07-15 13:46:10,Bathroom,Bathroom,0 days 00:07:58,2011-7-15,2011-07-15 13:38:12
Sleep_Out_Of_Bed,2011-07-15 13:47:25,M004,2011-07-15 14:51:40,LivingRoom,Chair,0 days 01:04:15,2011-7-15,2011-07-15 13:47:25
Drink,2011-07-15 14:52:04,M008,2011-07-15 14:54:50,Kitchen,Kitchen,0 days 00:02:46,2011-7-15,2011-07-15 14:52:04
Toilet,2011-07-15 14:55:40,MA013,2011-07-15 14:57:48,Bathroom,Bathroom,0 days 00:02:08,2011-7-15,2011-07-15 14:55:40
Sleep_Out_Of_Bed,2011-07-15 14:59:59,MA010,2011-07-15 19:09:28,LivingRoom,LivingRoom,0 days 04:09:29,2011-7-15,2011-07-15 14:59:59
Cook_Dinner,2011-07-15 19:11:39,M007,2011-07-15 19:29:10,Kitchen,Kitchen,0 days 00:17:31,2011-7-15,2011-07-15 19:11:39
Eat_Dinner,2011-07-15 19:29:15,M005,2011-07-15 20:00:13,DiningRoom,DiningRoom,0 days 00:30:58,2011-7-15,2011-07-15 19:29:15
Wash_Dinner_Dishes,2011-07-15 20:00:21,M007,2011-07-15 20:01:01,Kitchen,Kitchen,0 days 00:00:40,2011-7-15,2011-07-15 20:00:21
Watch_TV,2011-07-15 20:03:02,M004,2011-07-15 20:52:12,LivingRoom,Chair,0 days 00:49:10,2011-7-15,2011-07-15 20:03:02
Drink,2011-07-15 20:52:25,M007,2011-07-15 20:53:43,Kitchen,Kitchen,0 days 00:01:18,2011-7-15,2011-07-15 20:52:25
Toilet,2011-07-15 20:53:56,MA009,2011-07-15 20:55:51,Bathroom,Bathroom,0 days 00:01:55,2011-7-15,2011-07-15 20:53:56
Read,2011-07-15 20:56:24,M004,2011-07-15 21:36:32,LivingRoom,Chair,0 days 00:40:08,2011-7-15,2011-07-15 20:56:24
Wash_Dinner_Dishes,2011-07-15 21:38:06,M008,2011-07-15 21:45:48,Kitchen,Kitchen,0 days 00:07:42,2011-7-15,2011-07-15 21:38:06
Work_At_Table,2011-07-15 21:53:15,M005,2011-07-15 22:15:04,DiningRoom,DiningRoom,0 days 00:21:49,2011-7-15,2011-07-15 21:53:15
Watch_TV,2011-07-15 22:19:15,M004,2011-07-15 23:49:54,LivingRoom,Chair,0 days 01:30:39,2011-7-15,2011-07-15 22:19:15
Dress,2011-07-15 23:51:13,MA020,2011-07-15 23:51:50,Bedroom,Bedroom,0 days 00:00:37,2011-7-15,2011-07-15 23:51:13
Personal_Hygiene,2011-07-15 23:51:54,MA013,2011-07-15 23:59:59,Bathroom,Bathroom,0 days 00:08:05,2011-7-15,2011-07-15 23:51:54
Personal_Hygiene,2011-07-16 00:00:00,MA013,2011-07-16 00:14:15,,,0 days 00:14:15,2011-7-16,2011-07-16 00:00:00
Dress,2011-07-16 00:14:17,M019,2011-07-16 00:14:42,Bedroom,Bedroom,0 days 00:00:25,2011-7-16,2011-07-16 00:14:17
Personal_Hygiene,2011-07-16 00:14:50,MA013,2011-07-16 00:15:48,Bathroom,Bathroom,0 days 00:00:58,2011-7-16,2011-07-16 00:14:50
Sleep,2011-07-16 00:16:09,M021,2011-07-16 06:13:47,Bedroom,Bed,0 days 05:57:38,2011-7-16,2011-07-16 00:16:09
Bed_Toilet_Transition,2011-07-16 06:14:20,MA013,2011-07-16 06:16:42,Bathroom,Bathroom,0 days 00:02:22,2011-7-16,2011-07-16 06:14:20
Sleep,2011-07-16 06:22:09,M021,2011-07-16 09:02:24,Bedroom,Bed,0 days 02:40:15,2011-7-16,2011-07-16 06:22:09
Toilet,2011-07-16 09:03:40,MA013,2011-07-16 09:05:07,Bathroom,Bathroom,0 days 00:01:27,2011-7-16,2011-07-16 09:03:40
Morning_Meds,2011-07-16 09:05:12,MA013,2011-07-16 09:05:42,Bathroom,Bathroom,0 days 00:00:30,2011-7-16,2011-07-16 09:05:12
Read,2011-07-16 09:07:55,M021,2011-07-16 10:05:04,Bedroom,Bedroom,0 days 00:57:09,2011-7-16,2011-07-16 09:07:55
Work_At_Table,2011-07-16 10:06:24,M005,2011-07-16 10:24:44,DiningRoom,DiningRoom,0 days 00:18:20,2011-7-16,2011-07-16 10:06:24
Cook_Breakfast,2011-07-16 10:25:13,M007,2011-07-16 10:33:19,Kitchen,Kitchen,0 days 00:08:06,2011-7-16,2011-07-16 10:25:13
Work_At_Table,2011-07-16 10:33:34,M005,2011-07-16 10:37:58,DiningRoom,DiningRoom,0 days 00:04:24,2011-7-16,2011-07-16 10:33:34
Cook_Breakfast,2011-07-16 10:38:00,M007,2011-07-16 10:40:54,Kitchen,Kitchen,0 days 00:02:54,2011-7-16,2011-07-16 10:38:00
Eat_Breakfast,2011-07-16 10:45:02,M004,2011-07-16 10:58:13,LivingRoom,Chair,0 days 00:13:11,2011-7-16,2011-07-16 10:45:02
Relax,2011-07-16 10:59:06,M004,2011-07-16 11:05:26,LivingRoom,Chair,0 days 00:06:20,2011-7-16,2011-07-16 10:59:06
Drink,2011-07-16 11:06:37,M007,2011-07-16 11:07:13,Kitchen,Kitchen,0 days 00:00:36,2011-7-16,2011-07-16 11:06:37
Wash_Breakfast_Dishes,2011-07-16 11:09:29,M007,2011-07-16 11:11:23,Kitchen,Kitchen,0 days 00:01:54,2011-7-16,2011-07-16 11:09:29
Toilet,2011-07-16 11:12:07,MA013,2011-07-16 11:17:54,Bathroom,Bathroom,0 days 00:05:47,2011-7-16,2011-07-16 11:12:07
Work,2011-07-16 11:18:01,MA014,2011-07-16 11:36:37,WorkArea,Office,0 days 00:18:36,2011-7-16,2011-07-16 11:18:01
Toilet,2011-07-16 11:36:42,MA013,2011-07-16 11:41:15,Bathroom,Bathroom,0 days 00:04:33,2011-7-16,2011-07-16 11:36:42
Relax,2011-07-16 11:43:38,M019,2011-07-16 11:48:21,Bedroom,Bedroom,0 days 00:04:43,2011-7-16,2011-07-16 11:43:38
Personal_Hygiene,2011-07-16 11:52:16,MA013,2011-07-16 11:52:27,Bathroom,Bathroom,0 days 00:00:11,2011-7-16,2011-07-16 11:52:16
Toilet,2011-07-16 11:52:42,MA009,2011-07-16 11:53:20,Bathroom,Bathroom,0 days 00:00:38,2011-7-16,2011-07-16 11:52:42
Personal_Hygiene,2011-07-16 11:54:34,MA013,2011-07-16 11:58:25,Bathroom,Bathroom,0 days 00:03:51,2011-7-16,2011-07-16 11:54:34
Toilet,2011-07-16 11:58:43,MA009,2011-07-16 11:59:16,Bathroom,Bathroom,0 days 00:00:33,2011-7-16,2011-07-16 11:58:43
Take_Medicine,2011-07-16 11:59:34,MA013,2011-07-16 12:01:17,Bathroom,Bathroom,0 days 00:01:43,2011-7-16,2011-07-16 11:59:34
Toilet,2011-07-16 12:03:59,MA013,2011-07-16 12:05:37,Bathroom,Bathroom,0 days 00:01:38,2011-7-16,2011-07-16 12:03:59
Bathe,2011-07-16 12:06:17,MA013,2011-07-16 12:23:15,Bathroom,Bathroom,0 days 00:16:58,2011-7-16,2011-07-16 12:06:17
Dress,2011-07-16 12:23:17,MA020,2011-07-16 12:35:04,Bedroom,Bedroom,0 days 00:11:47,2011-7-16,2011-07-16 12:23:17
Groom,2011-07-16 12:35:09,MA013,2011-07-16 12:48:14,Bathroom,Bathroom,0 days 00:13:05,2011-7-16,2011-07-16 12:35:09
Leave_Home,2011-07-16 12:49:00,MA003,2011-07-16 12:50:45,OutsideDoor,FrontDoor,0 days 00:01:45,2011-7-16,2011-07-16 12:49:00
Enter_Home,2011-07-16 12:55:53,D002,2011-07-16 12:56:17,LivingRoom,LivingRoom,0 days 00:00:24,2011-7-16,2011-07-16 12:55:53
Relax,2011-07-16 12:56:18,M004,2011-07-16 12:56:28,LivingRoom,Chair,0 days 00:00:10,2011-7-16,2011-07-16 12:56:18
Sleep_Out_Of_Bed,2011-07-16 12:56:54,M004,2011-07-16 13:24:55,LivingRoom,Chair,0 days 00:28:01,2011-7-16,2011-07-16 12:56:54
Leave_Home,2011-07-16 13:30:07,MA003,2011-07-16 13:30:25,OutsideDoor,FrontDoor,0 days 00:00:18,2011-7-16,2011-07-16 13:30:07
Enter_Home,2011-07-16 16:33:00,D002,2011-07-16 16:33:26,OutsideDoor,FrontDoor,0 days 00:00:26,2011-7-16,2011-07-16 16:33:00
Phone,2011-07-16 16:45:26,M004,2011-07-16 16:54:42,LivingRoom,Chair,0 days 00:09:16,2011-7-16,2011-07-16 16:45:26
Personal_Hygiene,2011-07-16 16:58:41,MA013,2011-07-16 16:59:02,Bathroom,Bathroom,0 days 00:00:21,2011-7-16,2011-07-16 16:58:41
Step_Out,2011-07-16 16:59:15,MA003,2011-07-16 17:02:30,OutsideDoor,Entry,0 days 00:03:15,2011-7-16,2011-07-16 16:59:15
Drink,2011-07-16 17:05:05,M007,2011-07-16 17:06:20,Kitchen,Kitchen,0 days 00:01:15,2011-7-16,2011-07-16 17:05:05
Watch_TV,2011-07-16 17:09:03,M004,2011-07-16 19:01:00,LivingRoom,Chair,0 days 01:51:57,2011-7-16,2011-07-16 17:09:03
Cook_Dinner,2011-07-16 19:02:25,M007,2011-07-16 19:04:18,Kitchen,Kitchen,0 days 00:01:53,2011-7-16,2011-07-16 19:02:25
Watch_TV,2011-07-16 19:04:44,M004,2011-07-16 19:42:01,LivingRoom,Chair,0 days 00:37:17,2011-7-16,2011-07-16 19:04:44
Cook_Dinner,2011-07-16 19:42:11,M007,2011-07-16 19:54:28,Kitchen,Kitchen,0 days 00:12:17,2011-7-16,2011-07-16 19:42:11
Toilet,2011-07-16 19:54:46,MA009,2011-07-16 19:55:11,Bathroom,Bathroom,0 days 00:00:25,2011-7-16,2011-07-16 19:54:46
Cook_Dinner,2011-07-16 19:55:19,M007,2011-07-16 19:58:28,Kitchen,Kitchen,0 days 00:03:09,2011-7-16,2011-07-16 19:55:19
Eat_Dinner,2011-07-16 19:58:33,M005,2011-07-16 20:02:29,DiningRoom,DiningRoom,0 days 00:03:56,2011-7-16,2011-07-16 19:58:33
Phone,2011-07-16 20:02:35,M004,2011-07-16 20:03:34,LivingRoom,Chair,0 days 00:00:59,2011-7-16,2011-07-16 20:02:35
Eat_Dinner,2011-07-16 20:03:44,M005,2011-07-16 20:08:53,DiningRoom,DiningRoom,0 days 00:05:09,2011-7-16,2011-07-16 20:03:44
Wash_Dinner_Dishes,2011-07-16 20:08:58,M007,2011-07-16 20:11:46,Kitchen,Kitchen,0 days 00:02:48,2011-7-16,2011-07-16 20:08:58
Work_At_Table,2011-07-16 20:14:23,M005,2011-07-16 20:28:38,DiningRoom,DiningRoom,0 days 00:14:15,2011-7-16,2011-07-16 20:14:23
Toilet,2011-07-16 20:29:15,MA009,2011-07-16 20:31:58,Bathroom,Bathroom,0 days 00:02:43,2011-7-16,2011-07-16 20:29:15
Drink,2011-07-16 20:32:11,M007,2011-07-16 20:34:20,Kitchen,Kitchen,0 days 00:02:09,2011-7-16,2011-07-16 20:32:11
Work_At_Table,2011-07-16 20:34:52,M005,2011-07-16 20:54:17,DiningRoom,DiningRoom,0 days 00:19:25,2011-7-16,2011-07-16 20:34:52
Wash_Dinner_Dishes,2011-07-16 20:56:35,M007,2011-07-16 20:59:45,Kitchen,Kitchen,0 days 00:03:10,2011-7-16,2011-07-16 20:56:35
Drink,2011-07-16 20:59:46,M008,2011-07-16 21:00:49,Kitchen,Kitchen,0 days 00:01:03,2011-7-16,2011-07-16 20:59:46
Step_Out,2011-07-16 21:05:27,MA003,2011-07-16 21:10:05,LivingRoom,LivingRoom,0 days 00:04:38,2011-7-16,2011-07-16 21:05:27
Toilet,2011-07-16 21:11:49,MA009,2011-07-16 21:13:37,Bathroom,Bathroom,0 days 00:01:48,2011-7-16,2011-07-16 21:11:49
Read,2011-07-16 21:14:09,M004,2011-07-16 22:20:12,LivingRoom,Chair,0 days 01:06:03,2011-7-16,2011-07-16 21:14:09
Dress,2011-07-16 22:22:57,MA020,2011-07-16 22:32:59,Bedroom,Bedroom,0 days 00:10:02,2011-7-16,2011-07-16 22:22:57
Toilet,2011-07-16 22:33:05,MA013,2011-07-16 22:35:45,Bathroom,Bathroom,0 days 00:02:40,2011-7-16,2011-07-16 22:33:05
Personal_Hygiene,2011-07-16 22:36:27,MA009,2011-07-16 22:36:54,Bathroom,Bathroom,0 days 00:00:27,2011-7-16,2011-07-16 22:36:27
Groom,2011-07-16 22:37:16,MA013,2011-07-16 22:37:53,Bathroom,Bathroom,0 days 00:00:37,2011-7-16,2011-07-16 22:37:16
Work,2011-07-16 22:42:14,MA014,2011-07-16 22:46:26,WorkArea,Office,0 days 00:04:12,2011-7-16,2011-07-16 22:42:14
Dress,2011-07-16 22:47:23,M019,2011-07-16 22:49:44,Bedroom,Bedroom,0 days 00:02:21,2011-7-16,2011-07-16 22:47:23
Groom,2011-07-16 22:49:47,MA013,2011-07-16 23:13:54,Bathroom,Bathroom,0 days 00:24:07,2011-7-16,2011-07-16 22:49:47
Personal_Hygiene,2011-07-16 23:14:30,MA013,2011-07-16 23:14:41,Bathroom,Bathroom,0 days 00:00:11,2011-7-16,2011-07-16 23:14:30
Sleep,2011-07-16 23:15:59,M021,2011-07-16 23:59:59,Bedroom,Bed,0 days 00:44:00,2011-7-16,2011-07-16 23:15:59
Sleep,2011-07-17 00:00:00,M021,2011-07-17 05:12:12,,,0 days 05:12:12,2011-7-17,2011-07-17 00:00:00
Bed_Toilet_Transition,2011-07-17 05:12:47,MA013,2011-07-17 05:16:23,Bathroom,Bathroom,0 days 00:03:36,2011-7-17,2011-07-17 05:12:47
Sleep,2011-07-17 05:16:31,M021,2011-07-17 09:00:57,Bedroom,Bed,0 days 03:44:26,2011-7-17,2011-07-17 05:16:31
Toilet,2011-07-17 09:02:06,MA013,2011-07-17 09:05:14,Bathroom,Bathroom,0 days 00:03:08,2011-7-17,2011-07-17 09:02:06
Morning_Meds,2011-07-17 09:05:14,MA013,2011-07-17 09:05:52,Bathroom,Bathroom,0 days 00:00:38,2011-7-17,2011-07-17 09:05:14
Read,2011-07-17 09:07:49,MA020,2011-07-17 11:05:41,Bedroom,Bedroom,0 days 01:57:52,2011-7-17,2011-07-17 09:07:49
Wash_Dishes,2011-07-17 11:06:28,M007,2011-07-17 11:12:22,Kitchen,Kitchen,0 days 00:05:54,2011-7-17,2011-07-17 11:06:28
Personal_Hygiene,2011-07-17 11:17:27,MA013,2011-07-17 11:22:59,Bathroom,Bathroom,0 days 00:05:32,2011-7-17,2011-07-17 11:17:27
Bathe,2011-07-17 11:23:19,MA013,2011-07-17 11:35:56,Bathroom,Bathroom,0 days 00:12:37,2011-7-17,2011-07-17 11:23:19
Dress,2011-07-17 11:36:06,MA020,2011-07-17 11:42:02,Bedroom,Bedroom,0 days 00:05:56,2011-7-17,2011-07-17 11:36:06
Groom,2011-07-17 11:42:14,MA013,2011-07-17 11:56:06,Bathroom,Bathroom,0 days 00:13:52,2011-7-17,2011-07-17 11:42:14
Drink,2011-07-17 11:58:00,M007,2011-07-17 11:58:26,Kitchen,Kitchen,0 days 00:00:26,2011-7-17,2011-07-17 11:58:00
Leave_Home,2011-07-17 11:58:35,MA003,2011-07-17 11:58:49,OutsideDoor,FrontDoor,0 days 00:00:14,2011-7-17,2011-07-17 11:58:35
Enter_Home,2011-07-17 13:34:02,D002,2011-07-17 13:34:11,OutsideDoor,FrontDoor,0 days 00:00:09,2011-7-17,2011-07-17 13:34:02
Phone,2011-07-17 13:35:57,M004,2011-07-17 13:38:55,LivingRoom,Chair,0 days 00:02:58,2011-7-17,2011-07-17 13:35:57
Leave_Home,2011-07-17 13:39:08,MA003,2011-07-17 13:39:23,OutsideDoor,FrontDoor,0 days 00:00:15,2011-7-17,2011-07-17 13:39:08
Enter_Home,2011-07-17 13:51:01,D002,2011-07-17 13:51:11,LivingRoom,LivingRoom,0 days 00:00:10,2011-7-17,2011-07-17 13:51:01
Toilet,2011-07-17 13:51:52,MA013,2011-07-17 13:53:13,Bathroom,Bathroom,0 days 00:01:21,2011-7-17,2011-07-17 13:51:52
Dress,2011-07-17 13:53:14,MA020,2011-07-17 13:54:28,Bedroom,Bedroom,0 days 00:01:14,2011-7-17,2011-07-17 13:53:14
Cook_Lunch,2011-07-17 13:54:47,M007,2011-07-17 13:58:25,Kitchen,Kitchen,0 days 00:03:38,2011-7-17,2011-07-17 13:54:47
Eat_Lunch,2011-07-17 13:58:26,M005,2011-07-17 14:19:17,DiningRoom,DiningRoom,0 days 00:20:51,2011-7-17,2011-07-17 13:58:26
Relax,2011-07-17 14:19:20,M004,2011-07-17 14:42:51,LivingRoom,Chair,0 days 00:23:31,2011-7-17,2011-07-17 14:19:20
Sleep_Out_Of_Bed,2011-07-17 14:43:10,M004,2011-07-17 15:17:32,LivingRoom,Chair,0 days 00:34:22,2011-7-17,2011-07-17 14:43:10
Work_At_Table,2011-07-17 15:18:05,M005,2011-07-17 15:21:33,DiningRoom,DiningRoom,0 days 00:03:28,2011-7-17,2011-07-17 15:18:05
Toilet,2011-07-17 15:22:33,MA009,2011-07-17 15:24:48,Bathroom,Bathroom,0 days 00:02:15,2011-7-17,2011-07-17 15:22:33
Dress,2011-07-17 15:25:11,M019,2011-07-17 15:28:23,Bedroom,Bedroom,0 days 00:03:12,2011-7-17,2011-07-17 15:25:11
Personal_Hygiene,2011-07-17 15:28:31,MA013,2011-07-17 15:29:03,Bathroom,Bathroom,0 days 00:00:32,2011-7-17,2011-07-17 15:28:31
Wash_Lunch_Dishes,2011-07-17 15:29:45,M007,2011-07-17 15:32:11,Kitchen,Kitchen,0 days 00:02:26,2011-7-17,2011-07-17 15:29:45
Work_At_Table,2011-07-17 15:33:06,M005,2011-07-17 15:52:58,DiningRoom,DiningRoom,0 days 00:19:52,2011-7-17,2011-07-17 15:33:06
Relax,2011-07-17 15:57:24,M004,2011-07-17 16:28:32,LivingRoom,Chair,0 days 00:31:08,2011-7-17,2011-07-17 15:57:24
Drink,2011-07-17 16:28:41,M007,2011-07-17 16:30:11,Kitchen,Kitchen,0 days 00:01:30,2011-7-17,2011-07-17 16:28:41
Watch_TV,2011-07-17 16:32:27,M004,2011-07-17 17:13:09,LivingRoom,Chair,0 days 00:40:42,2011-7-17,2011-07-17 16:32:27
Cook_Dinner,2011-07-17 17:13:12,M007,2011-07-17 17:16:26,Kitchen,Kitchen,0 days 00:03:14,2011-7-17,2011-07-17 17:13:12
Watch_TV,2011-07-17 17:16:29,M004,2011-07-17 17:36:42,LivingRoom,Chair,0 days 00:20:13,2011-7-17,2011-07-17 17:16:29
Personal_Hygiene,2011-07-17 17:36:58,MA013,2011-07-17 17:37:18,Bathroom,Bathroom,0 days 00:00:20,2011-7-17,2011-07-17 17:36:58
Work,2011-07-17 17:37:28,MA014,2011-07-17 17:45:43,WorkArea,Office,0 days 00:08:15,2011-7-17,2011-07-17 17:37:28
Personal_Hygiene,2011-07-17 17:45:47,MA013,2011-07-17 17:46:01,Bathroom,Bathroom,0 days 00:00:14,2011-7-17,2011-07-17 17:45:47
Watch_TV,2011-07-17 17:46:16,M004,2011-07-17 17:56:13,LivingRoom,Chair,0 days 00:09:57,2011-7-17,2011-07-17 17:46:16
Cook_Dinner,2011-07-17 17:56:22,M007,2011-07-17 17:59:55,Kitchen,Kitchen,0 days 00:03:33,2011-7-17,2011-07-17 17:56:22
Toilet,2011-07-17 18:00:04,MA009,2011-07-17 18:03:33,Bathroom,Bathroom,0 days 00:03:29,2011-7-17,2011-07-17 18:00:04
Cook_Dinner,2011-07-17 18:03:54,M007,2011-07-17 18:10:42,Kitchen,Kitchen,0 days 00:06:48,2011-7-17,2011-07-17 18:03:54
Eat_Dinner,2011-07-17 18:10:42,M005,2011-07-17 18:20:00,DiningRoom,DiningRoom,0 days 00:09:18,2011-7-17,2011-07-17 18:10:42
Wash_Dinner_Dishes,2011-07-17 18:20:06,M007,2011-07-17 18:22:01,Kitchen,Kitchen,0 days 00:01:55,2011-7-17,2011-07-17 18:20:06
Toilet,2011-07-17 18:29:11,MA013,2011-07-17 18:30:10,Bathroom,Bathroom,0 days 00:00:59,2011-7-17,2011-07-17 18:29:11
Watch_TV,2011-07-17 18:31:30,M004,2011-07-17 20:02:21,LivingRoom,Chair,0 days 01:30:51,2011-7-17,2011-07-17 18:31:30
Wash_Dinner_Dishes,2011-07-17 20:02:41,M007,2011-07-17 20:04:38,Kitchen,Kitchen,0 days 00:01:57,2011-7-17,2011-07-17 20:02:41
Drink,2011-07-17 20:05:17,M007,2011-07-17 20:10:02,Kitchen,Kitchen,0 days 00:04:45,2011-7-17,2011-07-17 20:05:17
Personal_Hygiene,2011-07-17 20:11:42,MA013,2011-07-17 20:11:45,Bathroom,Bathroom,0 days 00:00:03,2011-7-17,2011-07-17 20:11:42
Toilet,2011-07-17 20:12:00,MA013,2011-07-17 20:14:31,Bathroom,Bathroom,0 days 00:02:31,2011-7-17,2011-07-17 20:12:00
Read,2011-07-17 20:15:13,M004,2011-07-17 21:05:53,LivingRoom,LivingRoom,0 days 00:50:40,2011-7-17,2011-07-17 20:15:13
Personal_Hygiene,2011-07-17 21:09:08,MA013,2011-07-17 21:19:04,Bathroom,Bathroom,0 days 00:09:56,2011-7-17,2011-07-17 21:09:08
Dress,2011-07-17 21:19:07,M019,2011-07-17 21:19:53,Bedroom,Bedroom,0 days 00:00:46,2011-7-17,2011-07-17 21:19:07
Groom,2011-07-17 21:19:57,MA013,2011-07-17 21:22:33,Bathroom,Bathroom,0 days 00:02:36,2011-7-17,2011-07-17 21:19:57
Personal_Hygiene,2011-07-17 21:23:27,MA013,2011-07-17 21:23:40,Bathroom,Bathroom,0 days 00:00:13,2011-7-17,2011-07-17 21:23:27
Groom,2011-07-17 21:23:52,MA013,2011-07-17 21:43:26,Bathroom,Bathroom,0 days 00:19:34,2011-7-17,2011-07-17 21:23:52
Sleep,2011-07-17 21:44:22,M021,2011-07-17 23:59:59,Bedroom,Bed,0 days 02:15:37,2011-7-17,2011-07-17 21:44:22
Sleep,2011-07-18 00:00:00,M021,2011-07-18 02:46:42,,,0 days 02:46:42,2011-7-18,2011-07-18 00:00:00
Bed_Toilet_Transition,2011-07-18 02:47:02,MA013,2011-07-18 02:48:54,Bathroom,Bathroom,0 days 00:01:52,2011-7-18,2011-07-18 02:47:02
Sleep,2011-07-18 02:49:01,M021,2011-07-18 07:40:49,Bedroom,Bed,0 days 04:51:48,2011-7-18,2011-07-18 02:49:01
